x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,y
518.125,376.911011,1.375,1.328,1103.75,779.375,439.625,138.75,62.75,28.625,7.25,1.25,0.057,0.085,0.138,0.306,0.506,0.748,2.088,2.533,2.928,2.068,1.166,0.368,0.166,0.076,0.019,0.003,6.546,5.986,5.558,1.118,5.701,4.77,150.125,97.875,61.875,46.5,32.75,25,17.875,15,8.661,10.609,12.112,16.705999,18.587999,21.697001,26.745001,26.177999,1.014,0.616,16.715,7.776,854.25,367.125,114.125,27.75,9.25,1.875,0,0,249.5,412.25,325.5,111,53.5,26.75,7.25,1.25,26.068001,251.330002,-1
452.625,330.584991,1.369,1.249,1046.25,754.75,425.75,138.375,60.875,29.25,8.875,1.375,0.038,0.057,0.093,0.187,0.332,0.525,0.636,2.659,3.165,2.283,1.288,0.419,0.184,0.088,0.027,0.004,6.744,5.96,5.88,1.5,1.225,1.5,150.875,98,70.125,49.5,33.5,26.875,21.75,16.125,20.302,23.707001,21.986,19.440001,18.927,21.427999,24.798,21.653999,0.868,0.591,14.916,4.897,814.625,364.125,110.375,27.5,9.125,1.75,0,0,231.625,390.625,315.375,110.875,51.75,27.5,8.875,1.375,22.886999,222.292007,-1
665.25,458.688995,1.45,1.389,1352.25,957.25,562.75,181.375,82.25,41.375,18.125,5.75,0.083,0.131,0.211,0.478,0.708,0.894,0.974,1.098,2.948,2.087,1.227,0.395,0.179,0.09,0.04,0.013,7.395,7.058,6.945,1.225,0.866,1.118,188.625,115.75,67.625,46.875,31.875,23,16,11.25,42.363998,52.936001,57.34,63.338001,68.276001,78.634003,88.873001,96.983002,1.216,0.883,17.691,1.315,1090.75,524,195,52,20.25,5.25,0.375,0,261.5,433.25,367.75,129.375,62,36.125,17.75,5.75,36.049,365.481995,-1
803.25,558.403992,1.438,1.545,1418.75,986,641.125,222.875,98.125,52.125,21.5,7,0.006,0.012,0.01,0.155,0.361,0.452,0.686,0.987,2.541,1.766,1.148,0.399,0.176,0.093,0.039,0.013,8.996,8.583,8.035,1.581,2.291,0.866,204.75,88.5,52.5,42.5,34.375,28.875,19.875,13.5,6.928,2.926,25.179001,30.23,29.323,32.286999,32.568001,34.209,1.869,1.226,21.063,2.459,1058.5,355.875,42.125,0,0,0,0,0,360.25,630.125,599,222.875,98.125,52.125,21.5,7,38.784,404.556,-1
744.625,513.528015,1.45,1.47,1392.25,886.5,524.25,250,139.125,79.5,40.125,14.75,0.133,0.221,0.362,0.631,0.887,1.135,1.31,1.455,2.711,1.726,1.021,0.487,0.271,0.155,0.078,0.029,8.951,8.746,7.266,0.866,4.123,3.571,268.125,155.125,75.375,42.375,28.625,23.375,14.125,11.25,22.138,31.795,50.351002,74.009003,89.441002,98.204002,123.839996,135.951996,1.846,1.876,16.815001,1.087,1033.125,380.125,78.125,22.5,8.625,2.375,0.125,0,359.125,506.375,446.125,227.5,130.5,77.125,40,14.75,38.112,366.397003,-1
748.75,506.256012,1.479,1.431,1337.75,786.625,453.875,225.75,131.5,80.125,42.125,16.75,0.139,0.253,0.423,0.668,0.857,1.004,1.151,1.265,2.642,1.554,0.897,0.446,0.26,0.158,0.083,0.033,7.845,7.766,7.419,1.803,1.118,2.828,293.75,169.5,78.25,45.25,27.5,23.375,13.25,9.875,25.981001,35.905998,52.484001,72.957001,99.501999,107.459999,121.445,132.932999,1.681,1.771,15.936,1.084,1016.75,368.625,79.75,22.875,7.625,2.125,0,0,321,418,374.125,202.875,123.875,78,42.125,16.75,38.112,366.397003,-1
484.75,333.769012,1.452,1.183,953.5,603.5,308,115.25,56.625,27.375,9.375,0.625,0.078,0.139,0.246,0.483,0.654,0.941,1.33,2.101,2.857,1.808,0.923,0.345,0.17,0.082,0.028,0.002,6.362,6.279,6.212,0.866,3.571,3.162,177.375,113.625,63.125,43,30.375,22.25,16.25,12.875,22.753,24.259001,24.403,24.002001,17.885,31.41,37.724998,47.084999,0.897,0.637,14.763,3.842,814.375,431.875,162.75,41.75,12.375,2.125,0,0,139.125,171.625,145.25,73.5,44.25,25.25,9.375,0.625,24.059,226.231003,-1
610.75,402.167999,1.519,1.242,924.375,420.5,130.75,41.125,17.375,7.5,1.625,0,0.064,0.161,0.465,0.871,1.162,1.362,1.501,0,2.298,1.046,0.325,0.102,0.043,0.019,0.004,0,5.429,5.357,5.047,4.743,1.118,4.272,300.875,169.625,80.75,37.125,20.75,14.875,10.5,8.375,13.608,17.688999,20.264,22.819,28.923,48.514,59.633999,63.93,0.215,0.202,16.441,10.227,803,321.75,94.5,28.5,8.25,2,0,0,121.375,98.75,36.25,12.625,9.125,5.5,1.625,0,30.966999,252.356995,-1
428,318.037994,1.346,1.246,1009.875,809.375,485.625,216.375,108.875,47.125,12.5,2.125,0.143,0.19,0.302,0.513,0.692,0.916,1.423,2.659,3.175,2.545,1.527,0.68,0.342,0.148,0.039,0.007,6.847,6.549,6.416,2.598,1.5,1.225,81.75,53.625,32,22.5,16,11,7.625,6,39.825001,49.417999,50.650002,55.129002,60.272999,70.732002,87.164001,100.573997,3.402,2.094,13.761,0.647,930.25,719,401.5,168.375,75.25,26.125,4.75,0.25,79.625,90.375,84.125,48,33.625,21,7.75,1.875,20.91,192.218002,-1
599.875,422.042999,1.421,1.359,1357.625,995.875,592.375,221.125,102.25,44.625,18.375,3.75,0.072,0.107,0.187,0.457,0.879,1.411,1.442,1.41,3.217,2.36,1.404,0.524,0.242,0.106,0.044,0.009,7.139,6.757,6.231,0.866,7.228,7.583,186.375,113.625,82.75,66.25,47.125,34.5,27.125,18.5,19.344,25.393,37.515999,44.473999,64.864998,78.764999,108.991997,134.613007,1.236,0.674,15.698,2.407,1028.875,478.75,126.125,37.375,19.625,9.625,5.25,2,328.75,517.125,466.25,183.75,82.625,35,13.125,1.75,28.371,283.251007,-1
503.25,346.083008,1.454,1.203,916.125,483.125,197.125,36.5,9.25,2.5,0,0,0.085,0.183,0.383,0.704,0.854,0.998,0,0,2.647,1.396,0.57,0.105,0.027,0.007,0,0,4.918,4.797,4.622,6.801,7.159,0.707,260.25,160.375,92.875,59.25,43.25,36.75,29,20.5,17.483,19.913,15.471,9.804,6.97,8.929,8.419,8.418,0.1,0.042,14.477,30.399,728,301.75,85.125,22,9,3.125,0.125,0,188.125,181.375,112,14.5,0.25,-0.625,-0.125,0,26.625999,226.302994,-1
951.75,655.994995,1.451,1.66,1622.5,1002.5,508.75,162.125,66.125,32.5,14.875,4.375,0.102,0.186,0.315,0.494,0.704,0.859,0.985,1.142,2.473,1.528,0.776,0.247,0.101,0.05,0.023,0.007,6.885,6.772,6.708,6.576,0.707,6.103,331.75,158.75,99.625,54.25,28.75,19.5,12.125,9.125,32.806999,30.306999,16.882999,12.621,73.754997,99.885002,158.819,176.832001,0.664,0.599,20.697001,6.659,1374.875,599.75,185.875,61,25.375,9.5,2.375,0,247.625,402.75,322.875,101.125,40.75,23,12.5,4.375,45.505001,412.408997,-1
494.75,343.859009,1.439,1.212,1063.125,740.5,396,110.375,36.625,10.125,2.375,0,0.05,0.08,0.139,0.211,0.344,0.76,0.892,0,3.092,2.153,1.152,0.321,0.107,0.029,0.007,0,5.723,5.373,4.709,11.543,1.581,12.855,156.875,96.125,62.5,48.75,36,30,21.875,13.5,18.254999,23.815001,19.964001,21.229,20.881001,25.634001,27.673,38.688999,0.586,0.208,14.904,6.787,905,517.5,205,51.125,16.5,4,0,0,158.125,223,191,59.25,20.125,6.125,2.375,0,26.120001,357.984985,-1
667.625,461.365997,1.447,1.396,1169.625,597.125,306.875,114.25,51.5,24.25,9,2.125,0.024,0.054,0.13,0.213,0.275,0.365,0.358,0.964,2.535,1.294,0.665,0.248,0.112,0.053,0.02,0.005,7.222,5.911,5.567,7.018,1.581,6.423,317.25,184.75,98.25,56.125,36.875,27,21.375,16.25,10.804,14.032,24.243,24.103001,24.643999,30.796,31.848,51.862,0.524,0.432,18.159,5.89,952.875,356,73.375,14.25,5.5,1.25,0,0,216.75,241.125,233.5,100,46,23,9,2.125,33.938999,294.381989,-1
380.875,279.463989,1.363,1.153,770.25,447.875,182.5,63.375,28.625,11.25,2.5,0,0.128,0.244,0.519,0.909,1.168,1.448,1.764,0,2.756,1.603,0.653,0.227,0.102,0.04,0.009,0,5.732,5.591,5.387,4.528,3.536,1.414,170.75,103.875,60.375,41.75,24,17.875,9.125,6.625,19.75,22.768999,16.326,16.736,10.821,15.06,20.134001,23.73,0.474,0.269,13.365,8.289,683.125,379.125,145.75,50.75,20.375,5.5,1.5,0,87.125,68.75,36.75,12.625,8.25,5.75,1,0,18.73,159.188004,-1
583.375,413.152008,1.412,1.354,1004.125,540.375,281.75,98.375,53.5,28.375,12.875,1.375,0.102,0.202,0.356,0.822,1.063,1.264,1.428,1.578,2.43,1.308,0.682,0.238,0.129,0.069,0.031,0.003,6.388,6.217,6.19,0.707,1.118,1.658,257.75,129.25,73.5,47.875,30.875,22.5,16.5,10.875,13.46,30.731001,36.212002,43.561001,63.575001,74.555,84.086998,90.978996,0.728,0.593,14.71,3.02,755,213.375,19.875,0,0,0,0,0,249.125,327,261.875,98.375,53.5,28.375,12.875,1.375,26.271999,249.334,-1
740,508.436005,1.455,1.457,1320.625,748.125,389.25,149.875,74.125,34.625,15.25,1.625,0.036,0.069,0.125,0.233,0.354,0.524,0.597,0.926,2.597,1.471,0.766,0.295,0.146,0.068,0.03,0.003,6.675,6.508,6.103,0.866,3.317,3.841,317.875,198.75,110.25,71.125,51.875,39.875,24.75,18.5,7.137,7.252,4.951,6.414,9.283,9.985,20.296,24.344,0.672,0.487,18.749001,26.013,996.625,329.875,39,6,1,0,0,0,324,418.25,350.25,143.875,73.125,34.625,15.25,1.625,35.826,329.355011,-1
706,480.786987,1.468,1.404,1188.375,601.75,255,75.75,33.875,15.125,4.75,0.25,0.001,0.001,0.002,0.004,0.019,0.034,0.189,1.38,2.472,1.252,0.53,0.158,0.07,0.031,0.01,0.001,6.295,5.747,5.362,9.394,9.014,4.95,335,196.625,96,62.75,42.625,27.5,17.875,11.625,0.454,0.616,2.169,1.119,4.097,4.502,14.671,28.649,0.353,0.241,16.635,83.529999,1015.625,471.5,190,52.625,18.625,4,0.375,0,172.75,130.25,65,23.125,15.25,11.125,4.375,0.25,37.028,326.440002,-1
905.5,588.057007,1.54,1.481,1450.25,1013.25,577.875,208.125,104.875,59.625,30.25,7,0.03,0.048,0.102,0.349,0.513,0.574,0.648,0.753,2.466,1.723,0.983,0.354,0.178,0.101,0.051,0.012,7.582,6.974,6.809,0.707,5.025,5.22,196.875,105,50.625,24.875,15.75,10.875,8,5.75,15.995,20.506001,34.632999,56.116001,72.670998,91.144997,120.206001,146.145996,2.072,2.397,18.745001,1.154,1062.625,351.125,32.875,0.375,0,0,0,0,387.625,662.125,545,207.75,104.875,59.625,30.25,7,44.792999,449.334015,-1
681.625,485.470001,1.404,1.476,1533.125,1116.125,643.75,188.875,81.625,38.75,14.625,2.875,0.015,0.025,0.036,0.059,0.164,0.171,0.106,0.186,3.158,2.299,1.326,0.389,0.168,0.08,0.03,0.006,6.664,6.652,6.07,16.538,16.332001,1.5,214.875,148.625,105,80.375,56.25,42.625,30.75,24.5,23.913,28.563,29.025,31.132999,32.776001,39.005001,41.209999,40.922001,0.777,0.482,16.934,4.558,1247.25,655.125,248.75,56.875,19.5,3.75,0,0,285.875,461,395,132,62.125,35,14.625,2.875,36.757999,364.493988,-1
716.75,494.638,1.449,1.443,1288,741.875,396.75,138.75,61.375,31.875,14,2.875,0.045,0.086,0.155,0.404,0.699,0.838,0.973,1.095,2.604,1.5,0.802,0.281,0.124,0.064,0.028,0.006,7.586,7.027,6.986,3.674,3.391,0.707,308.5,183.75,90.25,56.75,36.125,28.75,19.75,17,16.101,21.806,32.137001,40.634998,51.445999,60.997002,66.009003,65.311996,0.68,0.562,18.045,3.736,1034.875,390.75,93.25,18.25,5.875,0.75,0,0,253.125,351.125,303.5,120.5,55.5,31.125,14,2.875,36.362999,340.427002,-1
732.125,502.774994,1.456,1.448,1337.5,976.625,642.625,321.875,180.125,99,41.25,16,0.102,0.146,0.21,0.351,0.511,0.72,1.193,1.455,2.66,1.942,1.278,0.64,0.358,0.197,0.082,0.032,8.574,7.713,7.025,0.707,3.775,3.5,162.625,70.375,35.5,21,12.75,9.125,5.75,4.5,29.773001,54.867001,40.033001,36.266998,51.710999,63.411999,80.747002,80.337997,5.074,4.714,18.622,0.536,936.25,331.25,84.625,22.125,9.5,3.25,0.375,0.125,401.25,645.375,558,299.75,170.625,95.75,40.875,15.875,36.368,366.394012,-1
670.375,433.113007,1.548,1.264,1141.5,726.75,361,148.75,79.5,39.875,12.625,0,0.048,0.084,0.141,0.234,0.281,0.264,0.234,0,2.636,1.678,0.834,0.343,0.184,0.092,0.029,0,5.992,5.892,5.867,2.55,2.121,0.707,226.5,106.125,56,25.625,14.75,9.125,6.875,3.5,9.476,9.495,8.448,12.206,5.246,4.059,11.307,20.49,1.42,1.556,17.024,5.696,1010.75,583,240.375,88.625,36.75,9.625,0,0,130.75,143.75,120.625,60.125,42.75,30.25,12.625,0,34.355999,300.441986,-1
464.625,337.036987,1.379,1.252,1033.625,620.625,310.5,135.875,78.375,46.25,23.125,6.875,0.11,0.202,0.423,0.786,0.985,1.123,1.262,1.235,3.067,1.841,0.921,0.403,0.233,0.137,0.069,0.02,6.987,6.966,6.85,6.576,3.937,7.762,294.625,189,69.5,41.75,30.5,13.25,6.375,4.875,24.169001,32.412998,63.731998,79.254997,85.372002,108.999001,137.186005,144.848999,1.128,1.108,13.954,1.165,819.5,342.25,41.875,0,0,0,0,0,214.125,278.375,268.625,135.875,78.375,46.25,23.125,6.875,24.474001,567.51001,-1
650.25,437.118988,1.488,1.322,957.25,432.75,118.875,37.75,15.875,6.5,1,0,0.081,0.203,0.605,1.144,1.48,1.764,1.926,0,2.19,0.99,0.272,0.086,0.036,0.015,0.002,0,5.528,5.418,4.918,0.866,4.33,3.742,305.75,155.5,75,36.25,21.375,16.375,11.875,8.25,16.076,21.163,16.738001,14.288,10.509,14.823,19.771999,25.364,0.212,0.179,15.1,12.819,841.375,330.25,82.875,25.125,7.75,1.25,0,0,115.875,102.5,36,12.625,8.125,5.25,1,0,31.549,252.356995,-1
1147.5,790.403015,1.452,1.821,1973.375,1208.375,691.875,296.75,146,72.75,33.125,8.75,0.015,0.026,0.042,0.094,0.164,0.235,0.27,0.308,2.497,1.529,0.875,0.375,0.185,0.092,0.042,0.011,8.461,8.188,7.351,0.707,1.414,0.707,363.625,223.5,119.25,76.875,51.5,41.75,25.375,17.25,12.715,16.84,20.289,25.393,31.976,35.987,45.182999,51.709,1.224,0.946,21.188,4.274,1527.5,597.75,133,26.875,11.125,3.5,0.375,0,445.875,610.625,558.875,269.875,134.875,69.25,32.75,8.75,56.651001,555.54303,-1
667.75,453.208008,1.473,1.359,957.5,477.5,226.875,91.75,51.125,27.875,13.375,3.25,0.051,0.118,0.247,0.421,0.519,0.592,0.675,0.706,2.113,1.054,0.501,0.202,0.113,0.062,0.03,0.007,6.983,6.86,6.699,0.707,0.707,0.707,271.875,122.25,57.375,30.625,17,12.75,9.25,6.5,16.577999,30.197001,40.25,49.939999,50.212002,57.632999,74.447998,87.273003,0.891,0.91,17.336,1.919,748.25,201.125,14.375,0,0,0,0,0,209.25,276.375,212.5,91.75,51.125,27.875,13.375,3.25,32.084,270.376007,-1
668,437.850006,1.526,1.29,965.625,430,158.75,68.75,39.75,21,10.125,2,0.062,0.155,0.416,0.713,0.87,1.021,1.157,1.218,2.205,0.982,0.363,0.157,0.091,0.048,0.023,0.005,7.005,6.676,6.283,0.707,4.031,3.64,285.125,126.875,56.5,30.375,17.5,14.125,9.125,6.5,20.065001,43.276001,62.151001,87.126999,103.973,114.526001,144.302002,180.546005,0.704,0.691,14.025,1.413,1492,441.75,41.25,0.125,0,0,0,0,-526.375,-11.75,117.5,68.625,39.75,21,10.125,2,NA,283.394989,-1
694,445.683014,1.557,1.275,1117.125,675,330.125,139.375,74.375,34.875,11.125,0.125,0.011,0.019,0.042,0.07,0.084,0.125,0.189,1.809,2.507,1.515,0.741,0.313,0.167,0.078,0.025,0,6.05,5.946,5.598,1.658,0.707,2.062,240.5,102.125,50.25,24.375,12.625,7,4.5,1.75,3.521,6.561,7.037,15.988,28.041,47.951,59.282001,110.959,1.48,1.431,16.268999,6.338,974.75,531.75,220.625,81.125,32.625,7.875,0.125,0,142.375,143.25,109.5,58.25,41.75,27,11,0.125,36.191002,314.468994,-1
542.625,389.196014,1.394,1.331,889.75,539.125,315.5,137.25,67.5,37,15.125,1.25,0.092,0.17,0.26,0.399,0.521,0.625,0.68,0.997,2.286,1.385,0.811,0.353,0.173,0.095,0.039,0.003,7.368,6.914,5.997,1.225,1.581,1.225,157.25,71,20.875,11,6.125,4.375,3,1.875,27.087,46.080002,74.190002,92.807999,120.663002,166.410995,188.503998,228.768997,3.234,3.364,12.912,0.321,621.625,138.625,5,0,0,0,0,0,268.125,400.5,310.5,137.25,67.5,37,15.125,1.25,23.951,234.251007,-1
791.75,525.987976,1.505,1.433,1242.25,705,339,139.75,72.625,38.625,15.375,1.75,0.076,0.141,0.245,0.454,0.659,0.759,0.799,0.737,2.362,1.34,0.645,0.266,0.138,0.073,0.029,0.003,6.91,6.176,6.104,0.866,10.559,9.912,268,117.625,65.125,33.5,21.25,17.5,12.125,8.5,6.046,18.934999,26.160999,42.230999,53.039001,56.278999,61.641998,66.379997,1.115,1.153,19.674999,2.66,920.625,261.875,15.625,0,0,0,0,0,321.625,443.125,323.375,139.75,72.625,38.625,15.375,1.75,39.441002,350.458008,-1
526.625,350.781006,1.501,1.173,930.75,483.875,215.25,71.75,35.625,14.25,4.5,0.375,0.107,0.229,0.495,0.984,1.242,1.496,1.691,1.941,2.653,1.379,0.614,0.205,0.102,0.041,0.013,0.001,6.067,5.403,5.276,1.225,0.707,1.732,296.875,157.625,98.125,70.5,46.75,35.625,28.875,18.5,10.482,12.212,11.637,11.497,5.442,11.006,14.656,23.643,0.363,0.202,15.845,16.579,775,339,100.375,33,14.5,6.125,2,0,155.75,144.875,114.875,38.75,21.125,8.125,2.5,0.375,27.627001,238.313995,-1
943,627.398987,1.503,1.567,1504.25,752.5,395.375,131.125,60,25.875,11.125,2.5,0.036,0.083,0.134,0.24,0.349,0.558,0.775,0.899,2.398,1.199,0.63,0.209,0.096,0.041,0.018,0.004,7.176,6.461,5.982,2.598,1.5,1.225,308.875,169,100.5,70.625,51.5,37,26.375,15.875,34.619999,51.286999,50.492001,50.692001,53.081001,70.349998,83.278,96.855003,0.597,0.366,17.872,2.686,2097.875,692.875,166.75,21.125,5.5,1.75,0.375,0,-593.625,59.625,228.625,110,54.5,24.125,10.75,2.5,NA,425.940002,-1
1012.25,664.049988,1.524,1.59,1556.625,703.125,344.125,117.875,58.25,25.5,8.75,1.875,0.014,0.033,0.055,0.153,0.265,0.455,0.648,0.757,2.344,1.059,0.518,0.178,0.088,0.038,0.013,0.003,6.744,6.479,5.569,2.598,2.872,1.581,376.875,206,122.375,86.875,57.875,43.25,30.75,18.5,34.195999,51.057999,56.172001,60.123001,59.396,78.011002,91.710999,104.906998,0.476,0.294,18.143,2.924,2094.125,706.5,162.75,20.625,5.25,1.625,0.125,0,-537.5,-3.375,181.375,97.25,53,23.875,8.625,1.875,NA,441.554993,-1
701,463.290985,1.513,1.338,1244,785.875,385.875,104.625,51.5,24,7,0.125,0.04,0.072,0.129,0.325,0.489,0.666,1.122,1.781,2.685,1.696,0.833,0.226,0.111,0.052,0.015,0,6.022,5.921,5.61,2.121,0.707,2.55,248.125,123.375,70,42.75,29.25,18.75,14.125,10.875,14.887,23.76,35.808998,52.186001,64.370003,83.125999,86.82,98.594002,0.736,0.561,15.768,2.758,1072,568.375,211.875,62.375,23.625,6,0.125,0,172,217.5,174,42.25,27.875,18,6.875,0.125,36.598,375.306,-1
515.875,357.971008,1.441,1.235,1138.875,834.5,458.5,105,40,20,7.25,0.75,0.03,0.043,0.089,0.509,1.052,1.378,1.846,2.001,3.181,2.331,1.281,0.293,0.112,0.056,0.02,0.002,6.204,6.09,5.849,0.866,2.55,3.202,147.625,96.875,66.625,50.5,38.625,30.75,23.625,16.25,8.318,10.934,9.365,10.361,13.449,17.587,21.563,32.993,0.6,0.396,14.805,14.655,816.375,320.75,70,15,6.375,2.125,0,0,322.5,513.75,388.5,90,33.625,17.875,7.25,0.75,26.283001,264.110992,-1
648.875,436.53299,1.486,1.322,1211.125,809.875,494.125,216.375,113.75,61.5,25.75,7.375,0.142,0.23,0.36,0.658,0.924,1.148,1.383,1.636,2.774,1.855,1.132,0.496,0.261,0.141,0.059,0.017,7.12,6.8,6.715,4.61,7.141,4.153,219.125,121.5,67.625,44.25,29.375,23.75,18.5,17,38.033001,58.897999,61.147999,68.404999,80.289001,87.140999,87.636002,93.136002,1.682,1.39,15.531,1.016,902.375,295.25,35.75,0,0,0,0,0,308.75,514.625,458.375,216.375,113.75,61.5,25.75,7.375,33.712002,336.799011,-1
774.375,542.697021,1.427,1.535,1045.125,498.75,294.375,123.125,66.875,36.25,18.375,4.25,0.04,0.089,0.146,0.268,0.37,0.455,0.508,0.639,1.926,0.919,0.542,0.227,0.123,0.067,0.034,0.008,6.768,6.469,6.397,1.581,1.871,0.707,256.25,110.75,28.875,13,5.75,4.375,2,1.75,14.297,31.461,89.767998,149.977997,195,219.143005,273.449005,286.626007,2.316,2.788,16.783001,0.327,817,196.75,6.75,0,0,0,0,0,228.125,302,287.625,123.125,66.875,36.25,18.375,4.25,36.856998,342.390991,-1
642.75,446.97699,1.438,1.382,1082.5,545.625,219,76.125,35.25,14.5,4.625,0.125,0.082,0.182,0.371,0.639,0.797,0.919,0.863,1.23,2.422,1.221,0.49,0.17,0.079,0.032,0.01,0,6.075,5.419,5.274,9.055,10.77,5.099,301.75,155.125,83.625,50.75,33,24.125,16.75,11.875,14.337,16.306999,8.643,4.81,2.471,10.628,19.833,22.458,0.422,0.286,16.280001,18.202999,929.875,381.375,87.375,26.25,8.75,1.25,0,0,152.625,164.25,131.625,49.875,26.5,13.25,4.625,0.125,31.709,263.339996,-1
821.25,566.200989,1.45,1.543,1367.875,848,464.5,183.625,84.5,42,15.75,3.125,0.111,0.194,0.313,0.516,0.743,0.901,1.062,1.523,2.416,1.498,0.82,0.324,0.149,0.074,0.028,0.006,7.078,6.774,6.366,4.5,3.775,1.225,273.25,138.125,66.75,35.5,16,10.125,5.375,3.875,24.870001,25.476,25.695999,24.597,26.431,23.356001,61.073002,62.963001,1.266,1.183,19.259001,2.294,1134.75,469.75,134.625,30.25,8.875,1.25,0,0,233.125,378.25,329.875,153.375,75.625,40.75,15.75,3.125,39.341,382.286987,-1
606.25,436.141998,1.39,1.413,1274.125,905.5,482.75,123.125,40.75,20.75,8.125,2.125,0.031,0.049,0.081,0.139,0.216,0.294,0.568,0.956,2.921,2.076,1.107,0.282,0.093,0.048,0.019,0.005,7.298,7.059,6.376,0.707,1.5,1.118,168.75,109.75,69.875,45.875,33,26,19.125,14,23.378,31.232,36.608002,47.476002,53.831001,64.816002,77.981003,87.512001,0.583,0.452,16.094,3.627,971.25,410.625,100,28.375,11.75,5,1,0,302.875,494.875,382.75,94.75,29,15.75,7.125,2.125,30.462,315.587006,-1
690.5,472.873993,1.46,1.4,1373.25,975.375,535.375,159.75,63.25,32.75,12.625,4.5,0.062,0.093,0.169,0.549,1.135,1.367,1.621,1.816,2.904,2.063,1.132,0.338,0.134,0.069,0.027,0.01,6.847,6.76,6.692,0.707,7.566,7.263,222.875,128.75,95.75,69,50.25,41.75,32.875,25.5,16.444,20.983999,24.313,29.73,38.823002,43.421001,54.785,57.375,0.661,0.475,15.763,6.103,1126.875,584.25,211.375,60.5,26,10.25,2.5,0,246.375,391.125,324,99.25,37.25,22.5,10.125,4.5,36.814999,348.237,-1
640.375,436.016998,1.469,1.337,1188.875,786.25,410.375,154.875,70.875,24.625,2,0,0.064,0.107,0.192,0.313,0.391,0.5,1.39,0,2.727,1.803,0.941,0.355,0.163,0.056,0.005,0,5.771,5.228,5.002,1.581,7.583,7.036,190.625,122.375,78.5,50.375,34.5,27.5,16.375,11.5,10.127,9.689,8.552,2.346,8.717,10.327,17.347,18.719,0.903,0.489,17.702999,10.66,855,279.375,8.5,0,0,0,0,0,333.875,506.875,401.875,154.875,70.875,24.625,2,0,30.785,281.311005,-1
634.625,451.653992,1.405,1.422,1372.75,950.625,546.25,228.25,117.5,62.375,24.25,5.375,0.06,0.096,0.164,0.258,0.318,0.387,0.521,1.868,3.039,2.105,1.209,0.505,0.26,0.138,0.054,0.012,6.899,6.819,6.557,7.433,7.665,9.874,231.625,140,98,69.625,51.375,39.5,31.75,19.25,21.362,26.377001,22.606001,20.914,24.687,32.547001,41.847,48.460999,1.199,0.896,17.353001,4.225,1095.75,569.5,196.75,63.5,24,9.625,2.5,0,277,381.125,349.5,164.75,93.5,52.75,21.75,5.375,32.210999,291.313995,-1
832.875,568.265991,1.466,1.529,1491.5,893.25,510.625,158.625,65.75,24.875,8.875,1.125,0.059,0.108,0.152,0.27,0.343,0.497,0.962,1.922,2.625,1.572,0.899,0.279,0.116,0.044,0.016,0.002,6.432,6.298,6.129,1.118,0.707,1.118,315,158.125,105.5,75.875,58.875,46.375,36.625,19.375,8.66,19.115999,25.278,32.514,40.334,41.285999,35.576,42.865002,0.623,0.328,19.906,5.765,1252,632.625,212.875,58,20.875,5.5,0.75,0,239.5,260.625,297.75,100.625,44.875,19.375,8.125,1.125,42.810001,360.464996,-1
1019.625,703.213989,1.45,1.72,1676.625,940.125,507.875,131,47.5,20.5,8.125,2.25,0.045,0.086,0.097,0.044,0.345,0.464,0.682,1.057,2.384,1.337,0.722,0.186,0.068,0.029,0.012,0.003,6.679,6.625,6.541,2,0.707,1.581,402,189.875,122.25,85,56.25,43.75,37.125,23.875,11.685,19.225,25.517,26.785999,34.389,35.835999,34.507999,48.070999,0.389,0.241,20.799999,8.042,1353.875,521.875,154.25,45.75,19.25,5.75,1.625,0,322.75,418.25,353.625,85.25,28.25,14.75,6.5,2.25,49.66,446.425995,-1
1017.375,683.421021,1.489,1.651,1774,985.625,485.25,121.25,37.625,15.5,4.125,0.5,0.036,0.078,0.115,0.109,0.354,0.467,0.668,1.316,2.596,1.442,0.71,0.177,0.055,0.023,0.006,0.001,6.485,6.292,6.047,0.707,0.707,0.707,437.5,267,147.5,96.375,66.875,54.125,41.75,31.375,24.034,30.771999,28.261999,30.056,35.018002,41.931999,45.157001,60.433998,0.255,0.161,21.645,10.142,1435.25,569.375,159.5,44.5,19.5,6.875,1.25,0,338.75,416.25,325.75,76.75,18.125,8.625,2.875,0.5,54.299999,486.406006,-1
638.875,458.703003,1.393,1.446,950.375,519.375,312.25,138,72,36.5,15.375,1.75,0.068,0.135,0.21,0.369,0.537,0.71,0.803,1.078,2.072,1.132,0.681,0.301,0.157,0.08,0.034,0.004,6.528,6.22,5.952,0.866,1.871,1.5,224,87.125,32.625,15.125,7.5,5.875,3.375,2.375,17.834999,42.109001,74.442001,102.167999,124.086998,148.785995,192.848999,218.621002,2.207,2.413,17.353001,0.45,688.875,147.625,5.25,0,0,0,0,0,261.5,371.75,307,138,72,36.5,15.375,1.75,27.197001,266.292999,-1
